qseqid,sseqid,filename,cluster,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Brujita,Brujita.fasta,I1,86.67,30,4,0,2,31,30551,30580,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Babsiella,Babsiella.fasta,I1,86.67,30,4,0,2,31,29653,29682,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Phineas,Phineas.fasta,P,86.67,30,4,0,2,31,29080,29109,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Jebeks,Jebeks.fasta,P,86.67,30,4,0,2,31,28697,28726,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Island3,Island3.fasta,I1,86.67,30,4,0,2,31,30551,30580,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Fishburne,Fishburne.fasta,P,86.67,30,4,0,2,31,28712,28741,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Donovan,Donovan.fasta,P,86.67,30,4,0,2,31,28731,28760,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Brujita,Brujita.fasta,I1,86.67,30,4,0,2,31,30551,30580,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Babsiella,Babsiella.fasta,I1,86.67,30,4,0,2,31,29653,29682,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Phineas,Phineas.fasta,P,86.67,30,4,0,2,31,29080,29109,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Jebeks,Jebeks.fasta,P,86.67,30,4,0,2,31,28697,28726,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Island3,Island3.fasta,I1,86.67,30,4,0,2,31,30551,30580,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Fishburne,Fishburne.fasta,P,86.67,30,4,0,2,31,28712,28741,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Donovan,Donovan.fasta,P,86.67,30,4,0,2,31,28731,28760,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Brujita,Brujita.fasta,I1,86.67,30,4,0,2,31,30551,30580,0.004,37.4
NC_000962_6_9|NC_002755_6_10|NC_002945_5_10|NC_008769_4_10|NC_009525_6_9|NC_009565_6_7|NC_012207_4_10|NC_012943_2_15|NC_015758_5_11|NC_016768_2_15|NC_016804_4_10|NC_017524_8_1|NC_017528_7_9|NC_018078_2_15|NC_018143_6_9|NC_020089_4_22|NC_020245_4_10|NC_021054_8_8,Babsiella,Babsiella.fasta,I1,86.67,30,4,0,2,31,29653,29682,0.004,37.4
NC_017026_7_8,Phineas,Phineas.fasta,P,86.67,30,4,0,3,32,29080,29109,0.005,37.4
NC_017026_7_8,Jebeks,Jebeks.fasta,P,86.67,30,4,0,3,32,28697,28726,0.005,37.4
NC_017026_7_8,Island3,Island3.fasta,I1,86.67,30,4,0,3,32,30551,30580,0.005,37.4
NC_017026_7_8,Fishburne,Fishburne.fasta,P,86.67,30,4,0,3,32,28712,28741,0.005,37.4
NC_017026_7_8,Donovan,Donovan.fasta,P,86.67,30,4,0,3,32,28731,28760,0.005,37.4
NC_017026_7_8,Brujita,Brujita.fasta,I1,86.67,30,4,0,3,32,30551,30580,0.005,37.4
NC_017026_7_8,Babsiella,Babsiella.fasta,I1,86.67,30,4,0,3,32,29653,29682,0.005,37.4
NC_019951_8_42,Anaya,Anaya.fasta,K1,91.67,24,2,0,3,26,33498,33475,0.01,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Zeuska,Zeuska.fasta,A1,100,19,0,0,16,34,31263,31281,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Wheeler,Wheeler.fasta,A1,100,19,0,0,16,34,31012,31030,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Violet,Violet.fasta,A1,100,19,0,0,16,34,31100,31118,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,U2,U2.fasta,A1,100,19,0,0,16,34,30674,30692,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Turj99,Turj99.fasta,A1,100,19,0,0,16,34,30526,30544,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Treddle,Treddle.fasta,A1,100,19,0,0,16,34,31921,31939,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Thor,Thor.fasta,A1,100,19,0,0,16,34,30217,30235,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Target,Target.fasta,A1,100,19,0,0,16,34,29935,29953,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,SkiPole,SkiPole.fasta,A1,100,19,0,0,16,34,31091,31109,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Seabiscuit,SeaBiscuit.fasta,A1,100,19,0,0,16,34,30596,30614,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,SarFire,SarFire.fasta,A1,100,19,0,0,16,34,30859,30877,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Rufus,Rufus.fasta,A1,100,19,0,0,16,34,31120,31138,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Ringer,Ringer.fasta,A1,100,19,0,0,16,34,31163,31181,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Pinto,Pinto.fasta,A1,100,19,0,0,16,34,30795,30813,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,PhrostyMug,PhrostyMug.fasta,A1,100,19,0,0,16,34,30775,30793,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Pepe,Pepe.fasta,A1,100,19,0,0,16,34,28190,28208,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,MrGordo,MrGordo.fasta,A1,100,19,0,0,16,34,30293,30311,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,MPlant7149,MPlant7149.fasta,A1,100,19,0,0,16,34,30263,30281,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Manatee,Manatee.fasta,A1,100,19,0,0,16,34,30289,30307,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Magnito,Magnito.fasta,A1,100,19,0,0,16,34,30256,30274,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Lockley,Lockley.fasta,A1,100,19,0,0,16,34,30593,30611,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Kugel,Kugel.fasta,A1,100,19,0,0,16,34,30895,30913,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,KSSJEB,KSSJEB.fasta,A1,100,19,0,0,16,34,30365,30383,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,KBG,KBG.fasta,A1,100,19,0,0,16,34,31660,31678,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Jasper,Jasper.fasta,A1,100,19,0,0,16,34,30402,30420,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,HanShotFirst,HanShotFirst.fasta,A1,100,19,0,0,16,34,30135,30153,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Forsytheast,Forsytheast.fasta,A1,100,19,0,0,16,34,30783,30801,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Euphoria,Euphoria.fasta,A1,100,19,0,0,16,34,30647,30665,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Edtherson,Edtherson.fasta,A1,100,19,0,0,16,34,31450,31468,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Dynamix,Dynamix.fasta,A1,100,19,0,0,16,34,30611,30629,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Dreamboat,Dreamboat.fasta,A1,100,19,0,0,16,34,30516,30534,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Doom,Doom.fasta,A1,100,19,0,0,16,34,30873,30891,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,DD5,DD5.fasta,A1,100,19,0,0,16,34,31431,31449,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Corvo,Corvo.fasta,A1,100,19,0,0,16,34,31505,31523,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,ConceptII,ConceptII.fasta,A1,100,19,0,0,16,34,31658,31676,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Bxb1,Bxb1.fasta,A1,100,19,0,0,16,34,30654,30672,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,BPBiebs31,BPBiebs31.fasta,A1,100,19,0,0,16,34,31041,31059,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Bob3,Bob3.fasta,A1,100,19,0,0,16,34,30095,30113,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,BeesKnees,BeesKnees.fasta,A1,100,19,0,0,16,34,30626,30644,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Arcanine,Arcanine.fasta,A1,100,19,0,0,16,34,30087,30105,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Alsfro,Alsfro.fasta,A1,100,19,0,0,16,34,31091,31109,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Abrogate,Abrogate.fasta,A1,100,19,0,0,16,34,31493,31511,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Zeuska,Zeuska.fasta,A1,100,19,0,0,16,34,31263,31281,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Wheeler,Wheeler.fasta,A1,100,19,0,0,16,34,31012,31030,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Violet,Violet.fasta,A1,100,19,0,0,16,34,31100,31118,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,U2,U2.fasta,A1,100,19,0,0,16,34,30674,30692,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Turj99,Turj99.fasta,A1,100,19,0,0,16,34,30526,30544,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Treddle,Treddle.fasta,A1,100,19,0,0,16,34,31921,31939,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Thor,Thor.fasta,A1,100,19,0,0,16,34,30217,30235,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Target,Target.fasta,A1,100,19,0,0,16,34,29935,29953,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,SkiPole,SkiPole.fasta,A1,100,19,0,0,16,34,31091,31109,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Seabiscuit,SeaBiscuit.fasta,A1,100,19,0,0,16,34,30596,30614,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,SarFire,SarFire.fasta,A1,100,19,0,0,16,34,30859,30877,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Rufus,Rufus.fasta,A1,100,19,0,0,16,34,31120,31138,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Ringer,Ringer.fasta,A1,100,19,0,0,16,34,31163,31181,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Pinto,Pinto.fasta,A1,100,19,0,0,16,34,30795,30813,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,PhrostyMug,PhrostyMug.fasta,A1,100,19,0,0,16,34,30775,30793,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Pepe,Pepe.fasta,A1,100,19,0,0,16,34,28190,28208,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,MrGordo,MrGordo.fasta,A1,100,19,0,0,16,34,30293,30311,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,MPlant7149,MPlant7149.fasta,A1,100,19,0,0,16,34,30263,30281,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Manatee,Manatee.fasta,A1,100,19,0,0,16,34,30289,30307,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Magnito,Magnito.fasta,A1,100,19,0,0,16,34,30256,30274,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Lockley,Lockley.fasta,A1,100,19,0,0,16,34,30593,30611,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Kugel,Kugel.fasta,A1,100,19,0,0,16,34,30895,30913,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,KSSJEB,KSSJEB.fasta,A1,100,19,0,0,16,34,30365,30383,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,KBG,KBG.fasta,A1,100,19,0,0,16,34,31660,31678,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,Jasper,Jasper.fasta,A1,100,19,0,0,16,34,30402,30420,0.011,35.6
NC_002755_5_12|NC_002945_4_10|NC_008769_3_12|NC_012207_3_12|NC_015758_4_23|NC_016804_3_12|NC_017026_6_18|NC_020089_4_12|NC_020245_3_12|NC_020559_4_12,HanShotFirst,HanShotFirst.fasta,A1,100,19,0,0,16,34,30135,30153,0.011,35.6
